SO Number,Date,Installation Complete,Machine Details,SerialNumber,CustomerName,Location,Region,ponumber,Ressubassembly,Resassembly,Res QA,Res Dispatch,Invoice Date,Invoice Number,Dispatch File,REMARKS,IncoTerms,SO_Date,PO_Date
6803003427,05-Sep-20,In Warranty,PALLET,VFTH0920021,NOVITIUM,New Jersey,USA,NOVITIUM PO 12434,YOGENDRA,BISWAJIT,RUPESH,BUNTY KUNDAPUR,18-Sep-20,681000181,,NA,NA,12-Aug-20,24-Jul-20
6803003427,05-Sep-20,In Warranty,LIS,VFPH0920004,NOVITIUM,New Jersey,USA,NOVITIUM PO 12434,YOGENDRA,BISWAJIT,Rupesh,BUNTY KUNDAPUR,18-Sep-20,681000181,,NA,NA,12-Aug-20,24-Jul-20
6803003427,05-Sep-20,In Warranty,AFC,PCCH0920011,NOVITIUM,New Jersey,USA,NOVITIUM PO 12434,YOGENDRA,BISWAJIT,RUPESH,BUNTY KUNDAPUR,18-Sep-20,681000181,,NA,NA,12-Aug-20,24-Jul-20
6803003427,05-Sep-20,In Warranty,CPIR_VS,CPIRVS0920002,NOVITIUM,New Jersey,USA,NOVITIUM PO 12434,YOGENDRA,BISWAJIT,Rupesh,BUNTY KUNDAPUR,18-Sep-20,681000181,,NA,NA,12-Aug-20,24-Jul-20
6803003427,05-Sep-20,In Warranty,360 DEGREE,360H0920005,NOVITIUM,New Jersey,USA,NOVITIUM PO 12434,YOGENDRA,BISWAJIT,RUPESH,Jairaj Bing,18-Sep-20,681000181,,NA,NA,12-Aug-20,24-Jul-20
6803003428,28-Aug-20,In Warranty,"BIS-OEM, BS-20",BISH0820033,Rouz Darou,Iran,ROW,006-001/2020-21,YOGENDRA PATEL,SANKALP MORE,Rupesh,BUNTY KUNDAPUR,29-Aug-20,681000174,,NA,NA,14-Aug-20,17-Jul-20
6803003434,08-Oct-20,In Warranty,BIS_B,BISH1020047,STRIDES PHARMA,Bengalore,South,4190019898,Yogendra Patel,Akshay S,,,,,,,,18-Aug-20,12-Jun-20
6803003434,10-Feb-21,In Warranty,BISBS11,BISH0221088,STRIDES,BANGLORE,South,4190019898,Yogendra,AKSHAY,NP,BUNTY K,,,,,,18-Aug-20,12-Jun-20
6803003437,08-Sep-20,In Warranty,CPIRXL,VFSH0920010,ZYDUS HEALTHCAR,AHMEDABAD,AMD,6090101707,YOGENDRA,DEEP SRIVASTAVA,NIKHIL,BUNTY KUNDAPUR,25-Sep-20,DO2090000148,,NA,NA,24-Aug-20,04-Apr-20
6803003438,10-Sep-20,In Warranty,"CPIR XL with BIS box assembly,without printer,scanner and conveyor",VFSH0920014,ZYDUS daman,Daman,West,609010673,YOGENDRA,DEEP SRIVASTAVA,BHARAT,BUNTY KUNDAPUR,29-Sep-20,DO2090000169,,NA,NA,24-Aug-20,27-Mar-20
6803003438,10-Sep-20,In Warranty,"CPIR XL with BIS box assembly,without printer,scanner and conveyor",VFSH0920013,ZYDUS daman,Daman,West,609010673,YOGENDRA,DEEP SRIVASTAVA,nikhil,BUNTY KUNDAPUR,,,,,,24-Aug-20,27-Mar-20
6803003438,12-Sep-20,In Warranty,"CPIR XL with BIS box assembly,without printer,scanner and conveyor",VFSH0920015,ZYDUS daman,Daman,West,609010673,YOGENDRA,DEEP SRIVASTAVA,Bharat,BUNTY KUNDAPUR,29-Sep-20,DO2090000169,,NA,NA,28-Aug-20,27-Mar-20
6803003443,29-Aug-20,In Warranty,KIOSK,VFTH0820020,CONCORD BIOTECH,Gujarat,AMD,P/CAP/2021/0027,YOGENDRA,AKSHAY,Rupesh,Bunty k,04-Sep-20,DO2090000132,,NA,NA,27-Aug-20,22-Aug-20
6803003447,30-Sep-20,In Warranty,BIS BS15,BISH0920046,MEDEREICH LTD,SOUTH,South,4550010195,YOGENDRA,AKSHAY,RUPESH,,,,,,,31-Aug-20,20-Aug-20
6803003448,08-Sep-20,In Warranty,CPIR XL,VFSH0920012,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,08-Sep-20,In Warranty,CPIR XL,VFSH0920011,Cadila,Goa,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,08-Sep-20,In Warranty,AFC,PCCH0920013,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,08-Sep-20,In Warranty,AFC,PCCH0920012,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,23-Sep-20,In Warranty,CPIR XL,VFSH0920022,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,23-Sep-20,In Warranty,CPIR XL,VFSH0920021,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,23-Sep-20,In Warranty,CPIR XL,VFSH0920020,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,23-Sep-20,In Warranty,CPIR XL,VFSH0920019,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,23-Sep-20,In Warranty,CPIRXL,VFSH0920018,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,NIKHIL,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Sep-20,In Warranty,AFC,PCCH0920023,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,24-Sep-20,In Warranty,AFC,PCCH0920022,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,24-Sep-20,In Warranty,AFC,PCCH0920021,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,24-Sep-20,In Warranty,AFC,PCCH0920020,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,,,,,,,,31-Aug-20,14-Aug-20
6803003448,24-Sep-20,In Warranty,AFC,PCCH0920019,Cadila,GOA,West,4490117941,YOGENDRA,DEEP SRIVASTAVA,NIKHIL,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,25-Sep-20,In Warranty,2BPO,CISH0920019,Zydus GOA,GOA,West,4490117941,Yogendra,Sankalp,RUPESH,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,25-Sep-20,In Warranty,2BPO,CISH0920018,Zydus GOA,GOA,West,4490117941,Yogendra,Sankalp,RUPESH,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,25-Sep-20,In Warranty,BIS with 2 Lidding Foils,BISH0920036,Zydus GOA,GOA,West,4490117941,Yogendra,Sankalp,RUPESH,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,25-Sep-20,In Warranty,BIS with 2 Lidding Foils,BISH0920035,Zydus GOA,GOA,West,4490117941,Yogendra,Sankalp,RUPESH,BUNTY KUNDAPUR,29-Sep-20,DO2090000164,,NA,NA,31-Aug-20,14-Aug-20
6803003448,09-Oct-20,In Warranty,BIS-BLL,BISH0920043,Cadila Healthca,Goa,West,4490117941,YOGENDRA PATEL,SANKALP MORE,Bharat R,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,09-Oct-20,In Warranty,BIS-BLL,BISH0920042,Cadila Healthca,Goa,West,4490117941,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,09-Oct-20,In Warranty,BIS-BLL,BISH0920041,Cadila Healthca,Goa,West,4490117941,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,14-Aug-20,14-Aug-20
6803003448,09-Oct-20,In Warranty,BIS-BLL,BISH0920040,Cadila Healthca,Goa,West,4490117941,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,09-Oct-20,In Warranty,BIS-BLL,BISH0920039,Cadila Healthca,Goa,West,4490117941,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Oct-20,In Warranty,2BPO,CISH0920024,CADILA HEALTHCA,GOA,West,4490117941,Yogendra,AKSHAY,BHARAT,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Oct-20,In Warranty,2BPO,CISH0920023,CADILA HEALTHCA,GOA,West,4490117941,YOGENDRA,AKSHAY,BHARAT,Bunty kundapur,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Oct-20,In Warranty,2BPO,CISH0920022,CADILA HEALTHCA,GOA,West,4490117941,Yogendra,AKSHAY,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Oct-20,In Warranty,2BPO,CISH0920021,CADILA HEALTHCA,GOA,West,4490117941,Yogendra,AKSHAY,Bharat,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003448,24-Oct-20,In Warranty,2BPO,CISH0920020,CADILA HEALTHCA,GOA,West,4490117941,Yogendra,AKSHAY,BHARAT,BUNTY KUNDAPUR,29-Oct-20,DO2090000191,,ok,na,31-Aug-20,14-Aug-20
6803003449,14-Sep-20,In Warranty,CPIR_XL,VFSH0920017,AJANTA PHARMA,GUWAHATI,East,4500012990,YOGENDRA,BISWAJIT,RUPESH,BUNTY KUNDAPUR,28-Sep-20,DO2090000156,,NA,NA,31-Aug-20,28-Aug-20
6803003449,14-Sep-20,In Warranty,CPIR_XL,VFSH0920016,AJANTA PHARMA,GUWAHATI,East,4500012990,YOGENDRA,BISWAJIT,Rupesh,BUNTY KUNDAPUR,28-Sep-20,DO2090000156,,NA,NA,31-Aug-20,28-Aug-20
6803003449,14-Sep-20,In Warranty,AFC,PCCH0920016,AJANTA PHARMA,GUWAHATI,East,4500012990,YOGENDRA,BISWAJIT,RUPESH,Bunty,28-Sep-20,DO2090000156,,NA,NA,31-Aug-20,28-Aug-20
6803003449,14-Sep-20,In Warranty,AFC,PCCH0920015,AJANTA PHARMA,GUWAHATI,East,4500012990,YOGENDRA,BISWAJIT,RUPESH,BUNTY KUNDAPUR,28-Sep-20,DO2090000156,,NA,NA,31-Aug-20,28-Aug-20
6803003454,05-Nov-20,In Warranty,CS16,CS161020002,"USV, DAMAN",DAMAN,West,8000001559,Yogendra Patel,Vivian Pinto,NP,BUNTY K,,,,,,14-Oct-20,13-Oct-20
6803003454,07-Nov-20,In Warranty,pallet (rework station),VFTH1020032,USV Private Ltd,DAMAN,West,8000001559,YOGENDRA,VIVIAN,NP,BUNTY K,,,,,,04-Sep-20,18-Apr-20
6803003454,07-Nov-20,In Warranty,pallet,VFTH1020031,USV Private Ltd,DAMAN,West,8000001559,YOGENDRA,VIVIAN,NP,BUNTY K,,,,,,04-Nov-20,18-Apr-20
6803003454,07-Nov-20,In Warranty,CASE PACKER (AFC),PCCH1020027,USV Private Ltd,DAMAN,West,8000001559,YOGENDRA,VIVIAN,NP,BUNTY K,,,,,,04-Sep-20,18-Apr-20
6803003457,21-Sep-20,In Warranty,AFC,PCCH0920018,Biological E,Hyderabad,South,4500006723,YOGENDRA,Biswajit,RUPESH,BUNTY KUNDAPUR,30-Sep-20,DO2090000175,,NA,FOR,06-Sep-20,25-Aug-20
6803003457,21-Sep-20,In Warranty,AFC,PCCH0920017,Biological E,Hyderabad,South,4500006723,YOGENDRA,Biswajit,Rupesh,BUNTY KUNDAPUR,30-Sep-20,DO2090000175,,NA,FOR,06-Sep-20,25-Aug-20
6803003457,21-Sep-20,In Warranty,cs17 V5,CS170920005,Biological E,Hyderabad,South,4500006723,YOGENDRA,Biswajit,RUPESH,BUNTY KUNDAPUR,30-Sep-20,DO2090000175,,NA,FOR,06-Sep-20,25-Aug-20
6803003457,21-Sep-20,In Warranty,cs17 V5,CS150920004,Biological E,Heyderabad,South,4500006723,YOGENDRA,Biswajit,,,,,,,,06-Sep-20,25-Aug-20
6803003460,15-Sep-20,In Warranty,BIS-B_C++,BISH0920037,Malik Lifescien,Haridwar,North,4500632659,YOGENDRA PATEL,SANKALP MORE,Rupesh,BUNTY KUNDAPUR,16-Sep-20,DO2090000142,,NA,NA,08-Sep-20,16-Aug-20
6803003461,21-Sep-20,In Warranty,BIS-BLL,BISH0920038,Cadila Healthca,Daman,West,6090101645,YOGENDRA PATEL,SANKALP MORE,Rupesh,BUNTY KUNDAPUR,25-Sep-20,DO2090000147,,NA,NA,08-Sep-20,26-Feb-20
6803003463,10-Nov-20,In Warranty,BIS BS10,BISH1120056,MALIK,NORTH,North,4500632660,YOGENDRA PATEL,AKSHAY SANKPAL,RUPESH,BUNTY KUNDAPUR,25-Nov-20,680905879,,ok,na,09-08-2020,8/16/2020
6803003466,30-Sep-20,In Warranty,BIS-B_C++,BISH0920044,Steril Gen,Pondicherry,South,5110077483,YOGENDRA PATEL,SANKALP MORE,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000166,,NA,NA,12-Sep-20,02-Sep-20
6803003467,30-Sep-20,In Warranty,BIS-B_C++,BISH0920045,Steril Gen,Pondicherry,South,5110077486,YOGENDRA PATEL,SANKALP MORE,nikhil,BUNTY KUNDAPUR,29-Sep-20,DO2090000167,,NA,NA,12-Sep-20,02-Sep-20
6803003468,29-Oct-20,In Warranty,BIS WITH DOME LIGHT,BISH1020048,ARISTO,Mandideep,AMD,5110078973,Yogendra,Akshay,np,Bunty,29-Oct-20,DO2090000194,,ok,na,14-Sep-20,09-Sep-20
6803003473,19-Oct-20,In Warranty,PALLET,VFTH1020029,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,PALLET,VFTH1020028,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,PALLET,VFTH1020027,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,PALLET,VFTH1020026,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,PALLET,VFTH1020025,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,CPIR_XL,VFSH1020024,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,VIVIAN,BHARAT,bunty kundapur,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003473,19-Oct-20,In Warranty,TE-V5,CS171020006,ABRYL LAB,DERA BASI,North,AL/CF/617,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000199,,ok,na,21-Sep-20,31-Aug-20
6803003491,30-Sep-20,In Warranty,BIS-B,BISH0920034,BAFNA,Chennai,South,5110083306,YOGENDRA PATEL,SANKALP MORE,Rupesh,BUNTY KUNDAPUR,30-Sep-20,DO2090000179,,NA,NA,30-Sep-20,30-Sep-20
6803003493,10-Oct-20,In Warranty,PALLET,VFTH1020024,BPI LABS LLC,USA,USA,BPI-112893,YOGENDRA,DEEP SRIVASTAVA,NIKHIL PATEL,BUNTY KUNDAPUR,18-Oct-20,681000187,,na,na,01-Oct-20,30-Sep-20
6803003493,10-Oct-20,In Warranty,KIOSK (SBC),VFTH1020023,BPI LABS LLC,USA,USA,BPI-112893,YOGENDRA,DEEP SRIVASTAVA,NIKHIL PATEL,BUNTY KUNDAPUR,18-Oct-20,681000187,,na,na,01-Oct-20,30-Sep-20
6803003493,10-Oct-20,In Warranty,CPIR XL,VFSH1020023,BPI LABS LLC,USA,USA,BPI-112893,YOGENDRA,DEEP SRIVASTAVA,NIKHIL PATEL,BUNTY KUNDAPUR,14-Oct-20,681000187,,na,na,01-Oct-20,30-Sep-20
6803003494,17-Nov-20,In Warranty,CPIR NANO,VFSHN1020001,Piramal,PITHAMPUR,AMD,4300032833,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,30-Nov-20,DO2090000228,,ok,na,05-Oct-20,24-Sep-20
6803003496,26-Oct-20,In Warranty,"BIS-OEM, BS-20",BISH1020049,Wenzhou,China,ROW,ZJFM200924,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,28-Oct-20,681000191,,ok,na,07-Oct-20,24-Sep-20
6803003498,30-Oct-20,In Warranty,BIS-B,BISH1020052,MADRAS PHARMA,CHENNAI,South,5110082672,YOGENDRA PATEL,SANKALP MORE,Nikhil,BUNTY KUNDAPUR,31-Oct-20,DO2090000200,,ok,na,08-Oct-20,26-Sep-20
6803003499,30-Oct-20,In Warranty,BIS-B,BISH1020053,MADRAS PHARMA,Chennai,South,5110082673,YOGENDRA PATEL,SANKALP MORE,Nikhil,BUNTY KUNDAPUR,31-Oct-20,DO2090000201,,ok,na,08-Oct-20,26-Sep-20
6803003500,30-Oct-20,In Warranty,BIS-B,BISH1020054,MADRAS PHARMA,CHENNAI,South,5110082674,YOGENDRA PATEL,SANKALP MORE,NIKHIL,BUNTY KUNDAPUR,31-Oct-20,DO2090000202,,ok,na,08-Oct-20,26-Sep-20
6803003501,30-Oct-20,In Warranty,BIS-B,BISH1020055,MADRAS PHARMA,CHENNAI,South,5110082675,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY KUNDAPUR,31-Oct-20,DO2090000203,,ok,na,08-Oct-20,26-Sep-20
6803003502,29-Oct-20,In Warranty,2BPO,CISH1020026,Sun Pharma,"Dewas, Indore",AMD,5110083268,YOGENDRA PATEL,SANKALP MORE,Bharat,BUNTY K,29-Oct-20,DO2090000193,,ok,na,08-Oct-20,29-Sep-20
6803003504,04-Dec-20,In Warranty,2BPO,CISH1120027,Incepta,Bangladesh,ROW,DC No. 426010050727-L,YOGENDRA PATEL,AKSHAY SANKPAL,np,Bunty,,,,,,09-10-2020,26-07-2020
6803003505,24-Oct-20,In Warranty,CPIR XL,VFSH1020026,TORRENT PHARMA,PITHAMPUR,AMD,4800036731,YOGENDRA,DEEP SRIVASTAVA,np,Bunty,30-Oct-20,DO2090000195,,ok,na,07-Oct-20,24-Sep-20
6803003506,09-Nov-20,In Warranty,BIS BS11,BISH1120057,ARYA PHARMA,NEPAL,ROW,2077/05/027,YOGENDRA PATEL,AKSHAY SANKPAL,NP,BUNTY KUNDAPUR,,,,,,10-11-2020,08-11-2020
6803003507,27-Nov-20,In Warranty,BIS BS10,BISH1120058,INDCHEMIE,BADDI,North,u3-MCH/00034/20-21,Yogendra Patel,SANKALP,Rupesh,BUNTY K,30-Nov-20,DO2090000231,,ok,na,12-Oct-20,26-Jun-20
6803003509,21-Oct-20,In Warranty,AFC,PCCH1020026,ALEMBIC,HALOL,AMD,PRE CRF,YOGENDRA,BISWAJIT,NIKHIL,BUNTY KUNDAPUR,24-Oct-20,DO2090000185,,ok,na,19-Oct-20,19-Oct-20
6803003509,21-Oct-20,In Warranty,AFC,PCCH1020025,ALEMBIC,HALOL,AMD,PRE CRF,YOGENDRA,BISWAJIT,BHARAT,BUNTY KUNDAPUR,24-Oct-20,DO2090000185,,ok,na,19-Oct-20,19-Oct-20
6803003512,23-Nov-20,In Warranty,CS-17,CS171120007,Healthcare PL,Bangladesh,ROW,DPCDAK056270,Yogendra Patel,Vivian Pinto,NP,BUNTY K,,,,,,23-Oct-20,20-Oct-20
6803003512,24-Nov-20,In Warranty,CPIR-VS,CPIRVS1120003,Healthcare PL,Bangladesh,ROW,DPCDAK056270,Yogendra Patel,Vivian Pinto,NP,BUNTY K,,,,,,23-Oct-20,20-Oct-20
6803003513,17-Nov-20,In Warranty,PALLET,VFTH1120035,Cadila,SANAND,AMD,4490118931,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,28-Nov-20,DO2090000224,,ok,na,27-Oct-20,25-Sep-20
6803003513,17-Nov-20,In Warranty,PALLET SBC,VFTH1120034,Cadila,SANAND,AMD,4490118931,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,28-Nov-20,DO2090000224,,ok,na,27-Oct-20,25-Sep-20
6803003513,17-Nov-20,In Warranty,CPIR XL,VFSH1120028,Cadila,SANAND,AMD,4490118931,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,28-Nov-20,DO2090000224,,ok,na,27-Oct-20,25-Sep-20
6803003513,17-Nov-20,In Warranty,AFC,PCCH1120030,Cadila,SANAND,AMD,4490118931,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,28-Jun-21,DO2090000224,,ok,na,27-Oct-20,25-Sep-20
6803003514,29-Oct-20,In Warranty,BIS BS10,BISH1020050,ACG PAM PAC,EXPORT,ROW,5110083601,Yogendra,AKSHAY,NIKHIL,BUNTY K,30-Oct-20,DO2090000198,,ok,na,29-Oct-20,01-Oct-20
6803003515,29-Oct-20,In Warranty,BIS BS10,BISH1020051,ACG PAM PAC,EXPORT,ROW,5110083596,YOGENDRA,Akshay,BHARAT,BUNTY KUNDAPUR,30-Oct-20,DO2090000197,,ok,na,10/29/2020,10-01-2020
6803003528,17-Nov-20,In Warranty,CPIR XL (BPO),VFSH1120030,Piramal,PITHAMPUR,AMD,4300033071,YOGENDRA,DEEP SRIVASTAVA,RUPESH,BUNTY K,,,,,,04-Nov-20,30-Oct-20
6803003528,17-Nov-20,In Warranty,CPIR XL,VFSH1120029,Piramal,PITHAMPUR,AMD,4300033071,YOGENDRA,DEEP SRIVASTAVA,NP,BUNTY K,29-Nov-20,DO2090000225,,ok,na,04-Nov-20,30-Oct-20
6803003529,07-Nov-20,In Warranty,KIOSK PALLET,VFTH1120033,CADILA PHARMA,BADDI,North,4490118943,YOGENDRA P,CHETAN JADHAV,RUPESH,BUNTY K,30-Nov-20,DO2090000234,,ok,na,27-Oct-20,17-Oct-20
6803003529,07-Nov-20,In Warranty,CPIR XL,VFSH1120027,CADILA PHARMA,BADDI,North,4490118943,YOGENDRA P,CHETAN JADHAV,Rupesh,BUNTY K,30-Nov-20,DO2090000234,,ok,na,27-Oct-20,17-Oct-20
6803003529,07-Nov-20,In Warranty,AFC,PCCH1120028,CADILA PHARMA,BADDI,North,4490118943,YOGENDRA P,CHETAN JADHAV,RUPESH,BUNTY K,30-Nov-20,DO2090000234,,ok,na,27-Oct-20,17-Oct-20
6803003531,10-Nov-20,In Warranty,BIS BS11,BISH1120060,PPT FRAMED,VIETNAM,ROW,5110085300,YOGENDRA PATEL,AKSHAY SANKPAL,NP,BUNTY K,,,,,,09-Nov-20,12-Oct-20
6803003532,10-Dec-20,In Warranty,BIS,BISH1120061,MANKIND,SIKKIM,East,5110089741,YOGENDRA,AKSHAY,NP,BUNTY K,,,,,,10-Nov-20,03-Nov-20
6803003533,10-Dec-20,In Warranty,BIS,BISH1120062,MANKIND,SIKKIM,East,5110089740,YOGENDRA,AKSHAY,NP,BUNTY K,,,,,,10-Nov-20,03-Nov-20
6803003536,22-Dec-20,In Warranty,BIS BS10,BISH1120063,BRAWN LABS,NORTH FARIDABAD,North,5110090026,YOGENDRA,AKSHAY,NP,BUNTY K,,,,,,10-Nov-20,04-Nov-20
6803003540,27-Nov-20,In Warranty,BIS-B_C++_BS11,BISH1120065,Geno,Goa,West,4400000071,YOGENDRA PATEL,SANKALP MORE,NP,BUNTY K,28-Nov-20,DO2090000221,,ok,na,17-Nov-20,13-Nov-20
6803003541,08-Jan-21,In Warranty,2BPO CAP RING,CISH0121035,PIRAMAL (PPT),PITHAMPUR,South,4300032569,YOGENDRA,VIVIAN,Rupesh,BUNTY K,16-May-21,DO2190000047,,ok,ok,18-Nov-20,19-Sep-20
6803003544,09-Dec-20,In Warranty,BIS_B,BISH1120066,CIPRO PHARMA,HYDERABAD,South,CP-ii/Prod/063/20-21,Yogendra Patel,Sankalp More,NP,BUNTY K,,,,,,20.11.2020,02-Nov-20
6803003552,12-Dec-20,In Warranty,BIS-B_C++_BS-11,BISH1220068,Microlabs,Pondicherry,South,3020047611,YOGENDRA PATEL,SANKALP MORE,NP,BUNTY K,,,,,,25-Nov-20,31-Jul-20
6803003555,12-Dec-20,In Warranty,BIS BS11,BISH1220069,Themis,Haridwar,North,801/2021/POS/LCC/00011,YOGENDRA,AKSHAY,NP,BUNTY K,,,,,,05-Dec-20,23-Nov-20
6803003555,12-Dec-20,In Warranty,BIS top BS11,6803003555,Themis,Haridwar,North,801/2021/POS/LCC/00011,YOGENDRA,AKSHAY,,,,,,,,05-Dec-20,09-Nov-20
6803003558,17-Dec-20,In Warranty,pallet,VFTH1220038,ACME LABS,BANGLADESH,ROW,2.36E+11,YOGENDRA,CHETAN JADHAV,NP,BUNTY K,,,,,,27-Nov-20,20-Oct-20
6803003558,17-Dec-20,In Warranty,SBC-KIOSK,VFTH1220037,ACME LABS,BANGLADESH,ROW,2.36E+11,YOGENDRA,CHETAN JADHAV,NP,BUNTY K,,,,,,25-Nov-20,26-Oct-20
6803003558,17-Dec-20,In Warranty,SBC,VFTH1220036,ACME LABS,BANGLADESH,ROW,2.36E+11,YOGENDRA,CHETAN JADHAV,NP,BUNTY K,,,,,,27-Nov-20,25-Oct-20
6803003558,17-Dec-20,In Warranty,LIS,VFPH1220007,ACME lABS,BANGLADESH,ROW,2.36E+11,YOGENDRA,CHETAN JADHAV,NP,BUNTY K,,,,,,27-11-2020,25.10.2019
6803003560,17-Dec-20,In Warranty,AFC,PCCH1220031,SIMPEX PHARMA,NEW DELHI,USA,PO/20-21/0624,YOGENDRA,CHETAN JADHAV,BR,BUNTY K,,,,,,01-Dec-20,21-Nov-20
6803003560,17-Dec-20,In Warranty,CPIR-VS,CPIRVS1220004,SIMPEX PHARMA,NEW DELHI,USA,PO/20-21/0624,YOGENDRA,CHETAN JADHAV,BR,BUNTY K,,,,,,01-12-2020,21-11-2020
6803003563,31-Dec-20,In Warranty,1BPO with Rej. Mech.,CISH1220031,ALKEM,Baddi,North,4530035035,YOGENDRA PATEL,SANKALP MORE,Rupesh,BUNTY K,,,,,,01-Dec-20,20-Nov-20
